timestamp,target,cmi,level,error,authority,emotional,logical,statistical,hype,clickbait,propaganda,fear,enemy_frame,disclaimer_exploit,anonymous_authority,naked_number
2026-03-16 17:08:49,https://www.street-academy.com/steachers/808878,,ERROR,[Error] テキストが短すぎます（50文字未満）,,,,,,,,,,,,
2026-03-16 17:08:49,https://www.forestpub.co.jp/author/spiritual_akiko/lp/alchemist2/program2024/sale_da/,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-16 17:08:50,https://www.value-press.com/pressrelease/321703,34.5,LOW,,0.0,0.642,1.0,1.0,0.0,0.0,0.0,0.154,0.193,0.0,0.0,0.0
2026-03-16 17:08:52,https://plais.net/read/,31.9,LOW,,0.0,0.236,1.0,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-16 17:08:52,https://www.city.ise.mie.jp/kurashi/soudan/syouhiseikatsu/1015222/1014324.html,6.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-16 17:08:53,https://www.is6.com/ja/promotions/bonus-v1,18.0,LOW,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2026-03-16 17:08:54,https://bitcastle.io/ja/lp/signup,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-16 17:08:54,https://d-f-p.jp/lp/01/a/,,ERROR,"[Error] URL取得失敗: HTTPSConnectionPool(host='d-f-p.jp', port=443): Max retries exceeded with url: /lp/01/a/ (Caused by NameResolutionError(""HTTPSConnection(host='d-f-p.jp', port=443): Failed to resolve 'd-f-p.jp' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,
2026-03-16 17:08:54,https://diet-supplement-rank.com/,,ERROR,"[Error] URL取得失敗: HTTPSConnectionPool(host='diet-supplement-rank.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='diet-supplement-rank.com', port=443): Failed to resolve 'diet-supplement-rank.com' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,
2026-03-16 17:08:54,https://p-m-m.jp/lp/love-psychology/,,ERROR,"[Error] URL取得失敗: HTTPSConnectionPool(host='p-m-m.jp', port=443): Max retries exceeded with url: /lp/love-psychology/ (Caused by NameResolutionError(""HTTPSConnection(host='p-m-m.jp', port=443): Failed to resolve 'p-m-m.jp' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,
2026-03-16 17:08:55,https://shikaku-get.jp/lp/speed/,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-16 17:08:55,https://moneyschool-lp.com/,,ERROR,"[Error] URL取得失敗: HTTPSConnectionPool(host='moneyschool-lp.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='moneyschool-lp.com', port=443): Failed to resolve 'moneyschool-lp.com' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,
2026-03-16 17:08:55,https://brand-copy-mall.com/,,ERROR,"[Error] URL取得失敗: HTTPSConnectionPool(host='brand-copy-mall.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='brand-copy-mall.com', port=443): Failed to resolve 'brand-copy-mall.com' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,
2026-03-16 17:08:55,https://online-salon-success.jp/,,ERROR,"[Error] URL取得失敗: HTTPSConnectionPool(host='online-salon-success.jp', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='online-salon-success.jp', port=443): Failed to resolve 'online-salon-success.jp' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,
2026-03-16 17:08:55,https://re-life-project.com/lp/,,ERROR,"[Error] URL取得失敗: HTTPSConnectionPool(host='re-life-project.com', port=443): Max retries exceeded with url: /lp/ (Caused by NameResolutionError(""HTTPSConnection(host='re-life-project.com', port=443): Failed to resolve 're-life-project.com' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,
2026-03-16 17:08:55,https://gold-club.jp/member/,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-16 17:08:57,https://matching-app-master.com/,,ERROR,[Error] テキストが短すぎます（50文字未満）,,,,,,,,,,,,
2026-03-16 17:08:57,https://english-brain-fast.jp/,,ERROR,"[Error] URL取得失敗: HTTPSConnectionPool(host='english-brain-fast.jp', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='english-brain-fast.jp', port=443): Failed to resolve 'english-brain-fast.jp' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,
2026-03-16 17:08:57,https://p-writing-sales.com/,,ERROR,"[Error] URL取得失敗: HTTPSConnectionPool(host='p-writing-sales.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='p-writing-sales.com', port=443): Failed to resolve 'p-writing-sales.com' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,
2026-03-16 17:08:57,https://fxtrade.co.jp,32.4,LOW,,0.0,0.365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
