timestamp,target,cmi,level,error,authority,emotional,logical,statistical,hype,clickbait,propaganda,fear,enemy_frame,disclaimer_exploit,anonymous_authority,naked_number
2026-03-21 23:18:56,test/20210126-mxt_syoto02-000012321_2-4.pdf,34.6,LOW,,0.338,0.088,0.232,1.0,0.489,0.0,0.0,0.067,0.147,0.0,0.006,1.0
2026-03-21 23:18:57,https://kyoko-np.net/2026030401.html,37.2,MEDIUM,,0.0,0.614,0.0,1.0,0.0,0.0,0.0,0.982,0.0,0.0,0.0,1.0
2026-03-21 23:18:57,https://web-mu.jp/spiritual/67811/,6.6,LOW,,0.0,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:18:58,https://micropreneur.jp/voice160t/,14.4,LOW,,0.0,0.534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:09,https://item.rakuten.co.jp/fanfareshop/rsc01_14p/,22.0,LOW,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-21 23:19:09,https://fxtrade.co.jp,32.4,LOW,,0.0,0.366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2026-03-21 23:19:09,https://www.mhlw.go.jp/stf/newpage_40000.html,6.3,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782,0.0,0.0,0.0,0.0
2026-03-21 23:19:13,https://www.jetro.go.jp/world/reports/,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:13,https://www.caa.go.jp/policies/policy/consumer_system/collective_redress/index.html,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:14,https://www.is6.com/ja/promotions/bonus-v1,18.0,LOW,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2026-03-21 23:19:14,https://www.forestpub.co.jp/author/spiritual_akiko/lp/alchemist2/program2024/sale_da/,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:15,https://www.value-press.com/pressrelease/321703,51.4,MEDIUM,,0.617,1.0,1.0,1.0,0.0,0.0,1.0,0.308,0.193,0.0,0.0,0.0
2026-03-21 23:19:17,https://plais.net/read/,31.9,LOW,,0.0,0.236,1.0,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-21 23:19:17,https://www.city.ise.mie.jp/kurashi/soudan/syouhiseikatsu/1015222/1014324.html,6.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-21 23:19:18,https://bitcastle.io/ja/lp/signup,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:19,https://shikaku-get.jp/lp/speed/,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:19,https://gold-club.jp/member/,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:21,https://sputniknews.jp/,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:21,https://inoue.myearth.jp/240116raise-the-vibration/,47.2,MEDIUM,,1.0,1.0,0.671,1.0,0.0,0.0,0.0,0.0,0.224,0.0,0.0,0.0
2026-03-21 23:19:22,https://raysee.jp/column/archives/vibration,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:22,https://comlabollc.co.jp/blog/2025/09/11/%E3%82%B9%E3%83%94%E3%83%AA%E3%83%81%E3%83%A5%E3%82%A2%E3%83%AB%E3%81%AA%E3%82%A8%E3%83%8D%E3%83%AB%E3%82%AE%E3%83%BC%E3%82%92%E9%AB%98%E3%82%81%E3%82%8B%EF%BD%9C%E6%B3%A2%E5%8B%95%E3%82%92%E4%B8%8A%E3%81%92%E3%82%8B/,0.0,LOW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:22,https://divine-messages.hatenablog.com/entry/vibration,,ERROR,[Error] テキストが短すぎます（50文字未満）,,,,,,,,,,,,
2026-03-21 23:19:23,https://coconala.com/blogs/3286014/300814/,36.0,MEDIUM,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:23,https://be-okay.net/,20.0,LOW,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:23,https://hikiyoselife.jpn.org/hikiyose-money-easy/,44.3,MEDIUM,,0.0,1.0,1.0,1.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-21 23:19:24,https://note.com/bellasnote/n/n6117f30391cb,28.0,LOW,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:24,https://ameblo.jp/kazuminhappiness/entry-12371320065.html,41.9,MEDIUM,,1.0,1.0,0.714,0.476,0.0,0.0,0.0,0.571,0.0,0.0,0.0,0.0
2026-03-21 23:19:25,https://value-press.com/pressrelease/350985,58.1,MEDIUM,,1.0,1.0,1.0,1.0,0.168,0.0,1.0,0.168,0.421,0.0,0.0,0.0
2026-03-21 23:19:25,https://e-kantei.net/lp/spiritual_00028/,58.6,MEDIUM,,1.0,1.0,0.826,0.551,0.881,0.0,0.551,0.22,0.275,0.0,0.0,1.0
2026-03-21 23:19:25,https://ameblo.jp/tarotkarin/entry-12889093391.html,22.4,LOW,,0.0,1.0,0.806,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:26,https://zired.net/twinray-silent/,40.6,MEDIUM,,0.0,1.0,1.0,0.57,0.0,0.0,0.0,0.684,0.0,0.0,0.0,1.0
2026-03-21 23:19:26,https://fortune-star.co.jp/spiritual/%E3%83%84%E3%82%A4%E3%83%B3%E3%83%AC%E3%82%A4/final_stage/,63.6,HIGH,,1.0,1.0,0.806,0.537,0.645,0.0,1.0,0.859,0.269,0.0,0.072,1.0
2026-03-21 23:19:27,https://feel-i.jp/gopage.php?page=column_202210_02,59.5,MEDIUM,,1.0,1.0,0.457,1.0,0.366,0.0,1.0,0.366,0.0,0.0,0.0,1.0
2026-03-21 23:19:27,https://www.g-ms.co.jp/blog/alternative-medicine/,52.6,MEDIUM,,1.0,0.092,1.0,1.0,0.442,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2026-03-21 23:19:27,https://gmcl.jp/selftreatment/,31.1,LOW,,0.838,0.524,1.0,0.0,0.0,0.0,0.0,0.838,0.0,0.0,0.0,0.0
2026-03-21 23:19:28,https://www.cancer-support.net/integrated-medicine/,52.2,MEDIUM,,0.985,0.287,0.492,1.0,0.0,0.0,0.246,1.0,1.0,0.0,0.0,0.0
2026-03-21 23:19:28,https://ameblo.jp/malanmalan2025/entry-12902156102.html,12.0,LOW,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21 23:19:28,https://laviestella.co.jp/magazine/lightworker/,65.2,HIGH,,1.0,1.0,0.543,1.0,0.868,0.0,1.0,0.217,0.271,0.0,0.0,1.0
2026-03-21 23:19:29,https://nihon-homeopathy.net/selfcare/remedy/42essential.htm,37.5,MEDIUM,,1.0,0.179,1.0,0.179,0.0,0.0,0.0,0.0,0.806,0.0,0.0,1.0
2026-03-21 23:19:33,https://homoeopathy-center.org/thought/encounter/,20.0,LOW,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
