timestamp,target,cmi,level,error,authority,emotional,logical,statistical,hype,clickbait,propaganda,fear,enemy_frame,disclaimer_exploit,anonymous_authority,naked_number,sexual_induction,beauty_diet
2026-04-06 17:07:49,corpus/phase2/www.ch-plyo.net_post_%E7%B5%84%E7%B9%94%E3%83%AA%E3%83%BC%E3%83%80%E3%83%BC%E3%8.txt,32.2,LOW,,0.275,0.154,0.927,1.0,0.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
